,Title,URL,Address,Description,Class
78,Linda's Kids Group day care  SPECIAL OFFER,https://newyork.craigslist.org/wch/kid/d/lindas-kids-group-day-care/6281206838.html,Yonkers ny,"
        
We are now accepting applications for FALL 2017 ....
SPACE IS LIMITED ....

We are having a special Offer going on for toddler 2years and older 
please call for more Info . . ..

We are a new , Innovative Group Day care located in Yonkers, NY
We are fully certified and licensed in compliance with the State of NY and OCFS 

YOU CAN ALSO CALL THE CHILD CARE COUNSEL OF WESTCHESTER TO FIND OUT MORE INFO ON OUR PROGRAM 

WE TAKE CHILD CARE SUBSIDY PROGRAMS .....

Services are averrable from 7am till 7pm .
Serving from 3months to 12years old
Late nights and date night are available upon request . 

Linda's kids 
62 Burhans Ave 
Yonkers NY 10701

 
    ",a
80,"Responsible, Mature and Enthusiastic Babysitter**Childcare Provider",https://newyork.craigslist.org/mnh/kid/d/responsible-mature-and/6280837117.html,New York,"
        
Our nanny & sitter referral tool is 100% free for the next 30 days! No hidden costs!

Here is a typical profile:

I am 26 years old and I'm a responsible, mature and enthusiastic babysitter who really loves childcare.

I love outdoor activities, crafts and play dates.

I have 1.5 years of experience in USA. I was living with a family, taking care of their children and teaching them Spanish since March 2015 when I came as Au pair.

EXPERIENCE

Full Time Nanny - Au-pair

- Bath and dress children 
- Wash and iron children's laundry
- Prepare bottles and handling of breast milk 
- Change diapers 
- Prepare snacks and meal as well as supervise children's mealtime 
- Clean table and space after children meals 
- Plan outdoor and educational activities for children 
- Plan and supervise rest, bed and sleep times 
- Read and tell stories to children 
- Schedule and organize children's activities 
- Transport children to and from school and other social activities using public transportation. 
- Regularly travel with the family to help with vacation and childcare 
- Encourage communication with the kids in Spanish and English    ",b
81,Nanny looking For Full-Time or Part-Time Position (Experienced),https://newyork.craigslist.org/mnh/kid/d/nanny-looking-for-full-time/6303306364.html,Manhattan,"
        
Hello, I am a 30 year old woman from Queens very close to Manhattan and close to the 7 train. I have years of experience with childcare. My most recent family was with a babygirl since she was 3 months old till two years old. The parent is out of work so now I am looking for something new. I am available Full-Time Or Part-Time but intill 5 pm whichever the case is. I have experience with infants and older children as well with references available upon request. I really honestly enjoy the beauty of children and interacting with them. I love reading with them, singing, dancing playing play dough & whatever other toys they like as well as blowing bubbles :) I am very responsible, my mother was very careful with me as a child, as far as watching me so I would not get hurt and I am the same way with the children I watch. I am very attentive and hands on. . Special flat rates do apply. Please call me at 
 
.

                                                                                                                                               Marissa    ",b
82,Fiesta Bounce Party Rentals -- Affordable,https://newyork.craigslist.org/wch/kid/d/fiesta-bounce-party-rentals/6306361042.html,,"
        
Winter/Fall is coming. Book for your event now.
For smaller spaces check out our Space saver or indoor on our website. We have different themes for different occasions. Even obstacle courses. Fun for the kids and adults!! If you need tables, chairs, pinatas, popcorn machine,  games, etc call us. We are fully licensed and We guarantee a great time for everyone!

Check us out at www.fiestabounce.com Instagram: @FiestaBounce

Or our popular facebook page .... 

Helping with events all around the city and Westchester Area. 

Contact us through our website.
    ",c
83,Wonderful Nanny Available,https://newyork.craigslist.org/brk/kid/d/wonderful-nanny-available/6301704246.html,All Brooklyn,"
        
Hi Parents
I am a NYC nanny  with 12 years experience, seeking a new family to work with. In my last experience I have worked with infants thru teenagers and have been very successful working long term with these families. 
I am a good cook, love pets and have a very bubbly personality. I spend my time playing, engaging and taking kids to their daily activities, preparing meals, doing laundry, running errands and all other duties pertaining to childcare. 
I love to sing and play, do puzzles etc, and spend time outdoors. Cooking is one of my hobbies also reading and crochet. I have wonderful references from my previous employers and would love to find an ideal family to start with. 
Thank you for reading.    ",b
84,DYNAMIC NANNY AVAILABLE,https://newyork.craigslist.org/brk/kid/d/dynamic-nanny-available/6298224563.html,Brooklyn,"
        
Hi parents 
I am a 34 year old career nanny seeking a NYC family to work with. I have been a nanny for over 10 years with experience working with newborn to teenagers. I am a very energetic, polite and willing individual who is a self starter. My days are spent having fun with the kids in my care, teaching them new skills,  taking them to classes play dates doing crafts and puzzles etc. 
I drive and have great references. I have lots of flexibility during the month of July. I can be reached for interviews since the family I currently work with is moving by months end. 
Thank you for reading.    ",b
85,"Energetic, fun, loving nanny availableGreat references!",https://newyork.craigslist.org/brk/kid/d/energetic-fun-loving-nanny/6306378991.html,Manhattan,"
        
I have been a NYC nanny for over 11 years with experience with newborn to teenagers. My goal and objective is to provide a fun well organized nurturing day for any child in my care. I keep schedules and form balanced routines for feeding napping and play. 

My typical duties include but not limited to:
Feeding and diapering, preparing meals, laundry, potty training, tidying up, taking kids to playdates and classes, running errands and light housekeeping. 
I am a very happy, fun caring and active woman with a bubbly personality. Spending time outside is very important to me as it helps kids develop a sense of nature and awareness. I love to read and encourage reading with kids, I read to them and sing, play crafts and games puzzles and board games.
Being a nanny is very rewarding to me as I love being a part of childrens upbringing helping instill core values they can learn from. 
I am available for interviews and can be reached at 
 
    ",b
87,Stylez in - KIDS HAIR BRAIDING $20.00&up,https://newyork.craigslist.org/brk/kid/d/stylez-in-kids-hair-braiding/6306396217.html,East New York,"
        
CALL OR TEXT TO BOOK 
 
)

FOR MORE STYLES, FOLLOW ME ON INSTAGRAM @ STYLEZ_IN    ",c
88,EXCELLENT BILINGUAL EUROPEAN nanny,https://newyork.craigslist.org/mnh/kid/d/excellent-bilingual-european/6302322361.html,MANHATTAN,"
        
Highly-educated nanny with tons  of experience looking to provide
stimulating, nurturing, happy, safe 
environment and  the  best service.
I'm extremely responsible, dedicated, skilled, efficient, loving,  patient, trustworthy nanny who  genuinely loves kids. 
I'm experienced with children of all ages: newborns, toddlers,school -aged children. 
I love to make children feel special, happy and secure.  Kids become attached to me very quickly. So do I
   I'm a creative, energetic, highly-organized, reliable person who will  love your child(ren) as my own and  will provide the best  care ever.  You won't regret.
I speak fluent English, Russian.
I hope to hearing from you soon.
Thank you for reading and consideration.    ",b
89,AFFORDABLE LOCAL CHILDCARE,https://newyork.craigslist.org/brx/kid/d/affordable-local-childcare/6306403142.html,"Bronx,NY","
        
Hello I'm available  for babysitting services in my home. Please email me if you need services. I am located near East 233rd street by the two train. Long hours , short hours, overnight. Reasonable price.    ",b
90,The First Bronx 24 Hour 7 Day/Night Daycare Service Open EVERY Day!,https://newyork.craigslist.org/brx/kid/d/the-first-bronx-24-hour-7-day/6303481968.html,"Bronx, NY 10467 / 10466","
        
Day, Night and Holiday Day Care!
24 hours a day / 7 days and nights a week !

10467 / 10466 
#2 Train #8 Bus. #39 Bus
Open Every Day and Night - Weekends too!
Emergency Day Care available too
CALL 
 
           OR
CALL 
 
 
VISIT ON FACEBOOK:  Twentyfourseven Kids
LIKE 
Experienced and reliable Care...    ",a
91,In Home Family DayCare $25/day,https://newyork.craigslist.org/que/kid/d/in-home-family-daycare-25-day/6306413096.html,Jackson Heights,"
        
With over 9 years experience with children, currently offering daycare services. With over 20 different references (upon request) you can rest assure that your child/children will be in the EXCELLENT care. 

We are a family based daycare. Dedicating each and everyday to nourish young children's minds and hearts with love, as if they've never left home. 

Because we are family based, children here come in to their second home. They nap on beds not cots, they have breakfast, lunch and dinner at the kitchen table with all their friends, they learn to be kind to each other, to say please and thank you, to play together as friends and most importantly to be confident! Here we not only care for your children, but we try to teach them things that you as a parent would want to nourish upon your children. We understand that its hard enough going to work and having to leave them behind, so we offer services like text updates and picture updates. So that you can feel calm knowing that your children are doing wonderfully. 

Our daily routines include and are not limited to.. breakfast, story time, play time, potty time, lunch, nap time, sing song time, art time, ABC's and 123's and lots of hugs in between. 


Our days begin at 6am and end at 8pm (EXTRA HOURS ARE AVAILABLE) We also offer weekend and Overnight. (at an extra rate). Our children's ages range from 12 months - 5 yrs old.  



I am CPR certified, DayCare provider certified and Assistant Teacher certification for Pre-K and Kindergarden. 

To schedule an interview or inquire about our services you may contact me at 
 
. Cindy



Thank you.    ",a
